logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
for_(C104-asymptomatic).xes,for_(C104-D0.286).xes,0.852068598,0.886328194,0,0.770567487,0.796507944,0.413202568
for_(C104-asymptomatic).xes,for_(C104-D0.314).xes,0.842389752,0.879935582,0,0.760600629,0.784914758,0.414594058
for_(C104-asymptomatic).xes,for_(C104-D0.343).xes,0.848881619,0.884623145,0,0.771159283,0.77393675,0.435818858
for_(C104-asymptomatic).xes,for_(C104-D0.371).xes,0.818827145,0.854599104,0,0.75213962,0.785336807,0.391864876
for_(C104-asymptomatic).xes,for_(C104-D0.400).xes,0.820818252,0.849001407,0,0.741065747,0.79284394,0.328384857
for_(C104-asymptomatic).xes,for_(C104-D0.429).xes,0.793305576,0.826512328,0,0.729139309,0.773325935,0.342019149
for_(C104-asymptomatic).xes,for_(C104-D0.457).xes,0.78667038,0.826971739,0,0.724960236,0.797602028,0.320096786
for_(C104-asymptomatic).xes,for_(C104-D0.486).xes,0.777604595,0.804613837,0,0.720014799,0.780901121,0.307387693
for_(C104-asymptomatic).xes,for_(C104-D0.514).xes,0.764159989,0.788948812,0,0.720926394,0.769430174,0.364233916
for_(C104-asymptomatic).xes,for_(C104-D0.543).xes,0.756636574,0.784995291,0,0.69481222,0.763220757,0.319437768
for_(C104-asymptomatic).xes,for_(C104-D0.571).xes,0.752389949,0.780187068,0,0.701504012,0.771851276,0.334945416
for_(C104-asymptomatic).xes,for_(C104-D0.600).xes,0.759672736,0.790400524,0,0.700187434,0.787081263,0.285498817
for_(C104-asymptomatic).xes,for_(C104-D0.629).xes,0.714184604,0.74696167,0,0.673269226,0.758539026,0.226699371
for_(C104-asymptomatic).xes,for_(C104-D0.657).xes,0.714504617,0.737776005,0,0.676659764,0.76833731,0.236250841
for_(C104-asymptomatic).xes,for_(C104-D0.686).xes,0.703409149,0.735371413,0,0.666598011,0.769251629,0.209281264
for_(C104-asymptomatic).xes,for_(C104-D0.714).xes,0.690495391,0.719243131,0,0.66465653,0.758083582,0.205380725
for_(C104-asymptomatic).xes,for_(C104-D0.743).xes,0.666310986,0.701979008,0,0.649560297,0.773301511,0.17238143
for_(C104-asymptomatic).xes,for_(C104-D0.771).xes,0.656856472,0.665137465,0,0.63640528,0.753105691,0.191349906
for_(C104-asymptomatic).xes,for_(C104-D0.800).xes,0.671860309,0.690582954,0,0.64460108,0.75680886,0.1812455
for_(C104-asymptomatic).xes,for_(C104-D0.829).xes,0.648158759,0.670966315,0,0.648162705,0.732074466,0.201671696
for_(C104-asymptomatic).xes,for_(C104-D0.857).xes,0.625874245,0.648173557,0,0.632212312,0.743683938,0.157811345
for_(C104-asymptomatic).xes,for_(C104-D0.886).xes,0.584884514,0.6111401,0,0.615401753,0.743672337,0.141855557
for_(C104-asymptomatic).xes,for_(C104-D0.914).xes,0.615542158,0.623096482,0,0.6112358,0.747300321,0.128781622
for_(C104-asymptomatic).xes,for_(C104-D0.943).xes,0.594990291,0.608034941,0,0.602554152,0.758620354,0.14091105
for_(C104-asymptomatic).xes,for_(C104-D0.971).xes,0.548478733,0.571464403,0,0.584276587,0.738806098,0.124667555
for_(C104-asymptomatic).xes,for_(C104-D1.000).xes,0.568677669,0.586930031,0,0.590707627,0.737938133,0.118159876
wan_(C104-asymptomatic).xes,wan_(C104-D0.000).xes,0.953864189,1,1,0.855777937,0.784451859,0.588992099
wan_(C104-asymptomatic).xes,wan_(C104-D0.029).xes,0.952961962,1,1,0.856033103,0.777910254,0.567677681
wan_(C104-asymptomatic).xes,wan_(C104-D0.057).xes,0.954069755,1,1,0.858763676,0.785490737,0.577350235
wan_(C104-asymptomatic).xes,wan_(C104-D0.086).xes,0.954473361,1,1,0.856359209,0.786992729,0.568080089
wan_(C104-asymptomatic).xes,wan_(C104-D0.114).xes,0.954120656,1,1,0.856982491,0.807846281,0.559968038
wan_(C104-asymptomatic).xes,wan_(C104-D0.143).xes,0.953531854,1,1,0.855412697,0.797560647,0.568034487
wan_(C104-asymptomatic).xes,wan_(C104-D0.171).xes,0.954312064,1,1,0.855255179,0.78589535,0.559398937
wan_(C104-asymptomatic).xes,wan_(C104-D0.200).xes,0.952363936,1,1,0.857790625,0.775215942,0.572107605
wan_(C104-asymptomatic).xes,wan_(C104-D0.229).xes,0.95305563,1,1,0.857322972,0.78007541,0.581454642
wan_(C104-asymptomatic).xes,wan_(C104-D0.257).xes,0.953144817,1,1,0.856945559,0.773441824,0.595228229
wan_(C104-asymptomatic).xes,wan_(C104-D0.286).xes,0.953662191,1,1,0.855923304,0.786103103,0.562627616
wan_(C104-asymptomatic).xes,wan_(C104-D0.314).xes,0.952323069,1,1,0.854142373,0.766903738,0.590782238
wan_(C104-asymptomatic).xes,wan_(C104-D0.343).xes,0.953442863,1,1,0.854633907,0.773673573,0.597226334
wan_(C104-asymptomatic).xes,wan_(C104-D0.371).xes,0.953283781,1,1,0.852877325,0.767093037,0.599990187
wan_(C104-asymptomatic).xes,wan_(C104-D0.400).xes,0.95417526,1,1,0.856199655,0.790686698,0.580388638
wan_(C104-asymptomatic).xes,wan_(C104-D0.429).xes,0.953346915,1,1,0.855774043,0.776692181,0.599061361
wan_(C104-asymptomatic).xes,wan_(C104-D0.457).xes,0.954694621,1,1,0.855053195,0.800301505,0.583674961
wan_(C104-asymptomatic).xes,wan_(C104-D0.486).xes,0.953658128,1,1,0.856580393,0.784367848,0.580068466
wan_(C104-asymptomatic).xes,wan_(C104-D0.514).xes,0.952976635,1,1,0.857094449,0.78005138,0.559825901
wan_(C104-asymptomatic).xes,wan_(C104-D0.543).xes,0.953954569,1,1,0.855198837,0.787942564,0.533636945
wan_(C104-asymptomatic).xes,wan_(C104-D0.571).xes,0.953908925,1,1,0.855493142,0.787548879,0.554819201
wan_(C104-asymptomatic).xes,wan_(C104-D0.600).xes,0.953661057,1,1,0.859142015,0.786108895,0.583711073
wan_(C104-asymptomatic).xes,wan_(C104-D0.629).xes,0.954143496,1,1,0.85469399,0.778028965,0.580458699
wan_(C104-asymptomatic).xes,wan_(C104-D0.657).xes,0.953506891,1,1,0.85511351,0.784846183,0.565116436
wan_(C104-asymptomatic).xes,wan_(C104-D0.686).xes,0.952434567,1,1,0.855260778,0.775785362,0.631877579
wan_(C104-asymptomatic).xes,wan_(C104-D0.714).xes,0.953050941,1,1,0.85619389,0.777684103,0.588366305
wan_(C104-asymptomatic).xes,wan_(C104-D0.743).xes,0.953289704,1,1,0.856060962,0.786723596,0.547426888
wan_(C104-asymptomatic).xes,wan_(C104-D0.771).xes,0.952771738,1,1,0.856182343,0.776274943,0.600365259
wan_(C104-asymptomatic).xes,wan_(C104-D0.800).xes,0.953038091,1,1,0.853620109,0.776951584,0.552678117
wan_(C104-asymptomatic).xes,wan_(C104-D0.829).xes,0.955068076,1,1,0.858380446,0.790082355,0.583141412
wan_(C104-asymptomatic).xes,wan_(C104-D0.857).xes,0.954271537,1,1,0.853444847,0.779334574,0.554408266
wan_(C104-asymptomatic).xes,wan_(C104-D0.886).xes,0.954824609,1,1,0.855324886,0.769994877,0.60114624
wan_(C104-asymptomatic).xes,wan_(C104-D0.914).xes,0.954526918,1,1,0.852039384,0.778762446,0.581949379
wan_(C104-asymptomatic).xes,wan_(C104-D0.943).xes,0.951517084,1,1,0.855983964,0.769478053,0.585389038
wan_(C104-asymptomatic).xes,wan_(C104-D0.971).xes,0.952843234,1,1,0.85431066,0.792895233,0.583326687
wan_(C104-asymptomatic).xes,wan_(C104-D1.000).xes,0.95304597,1,1,0.854972067,0.785912247,0.569209285
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.000).xes,0.96562396,1,1,0.85824691,0.779984642,0.599257919
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.029).xes,0.947664956,0.980283049,0,0.83521066,0.771279032,0.523810967
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.057).xes,0.924352158,0.951855365,0,0.820550437,0.769724135,0.548799014
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.086).xes,0.90521409,0.931883287,0,0.808629502,0.771466848,0.530787247
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.114).xes,0.877199983,0.901294527,0,0.791706805,0.782783271,0.474030865
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.143).xes,0.856510587,0.88182754,0,0.773109371,0.74527225,0.431551286
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.171).xes,0.841184552,0.865955669,0,0.763419454,0.732224451,0.471071046
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.200).xes,0.813517601,0.835902946,0,0.744283894,0.747431577,0.454969958
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.229).xes,0.795562143,0.81633859,0,0.723339738,0.742107112,0.41794069
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.257).xes,0.780634166,0.800486943,0,0.72205156,0.732453474,0.417090374
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.286).xes,0.769342431,0.792751356,0,0.702680538,0.745233183,0.422401334
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.314).xes,0.722246406,0.736952462,0,0.671656372,0.715206855,0.404196633
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.343).xes,0.721287568,0.742064528,0,0.67034,0.72207149,0.365812379
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.371).xes,0.727151198,0.74463301,0,0.668070948,0.730841208,0.372695267
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.400).xes,0.717019505,0.730896735,0,0.645052928,0.720059292,0.378737608
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.429).xes,0.678387856,0.696395683,0,0.634974677,0.698412893,0.360316672
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.457).xes,0.661130559,0.672863639,0,0.616239532,0.695897376,0.346852685
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.486).xes,0.65645298,0.666330901,0,0.612782177,0.719849281,0.361914419
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.514).xes,0.648634022,0.671645912,0,0.596946407,0.708607287,0.293175669
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.543).xes,0.641015863,0.65358029,0,0.599003798,0.677658456,0.328343868
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.571).xes,0.611929135,0.628592798,0,0.584533208,0.712304568,0.337014508
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.600).xes,0.585244064,0.597144741,0,0.556973282,0.678708651,0.366017922
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.629).xes,0.586589835,0.592438026,0,0.560071958,0.718723115,0.302993713
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.657).xes,0.581979304,0.584894315,0,0.546478357,0.699970656,0.323958435
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.686).xes,0.56999283,0.580988394,0,0.540530669,0.690085546,0.326640274
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.714).xes,0.544342735,0.559279784,0,0.532297889,0.697332678,0.303007551
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.743).xes,0.511742501,0.519659197,0,0.508254703,0.682485211,0.27839996
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.771).xes,0.521956112,0.524266536,0,0.506065437,0.703488582,0.303354051
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.800).xes,0.545187085,0.557068523,0,0.513540302,0.683410854,0.280686152
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.829).xes,0.524418395,0.536155179,0,0.521887391,0.710084716,0.294837565
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.857).xes,0.506408163,0.517576008,0,0.483392609,0.714836264,0.274103639
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.886).xes,0.476245569,0.48402155,0,0.483215765,0.661591457,0.294040929
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.914).xes,0.519354665,0.524981585,0,0.487013094,0.698302501,0.317248458
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.943).xes,0.48823284,0.506563301,0,0.470316324,0.687639782,0.265030991
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.971).xes,0.455796527,0.475675985,0,0.473623759,0.685361321,0.27928042
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D1.000).xes,0.480335811,0.491039317,0,0.476520262,0.688536007,0.273051998
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.000).xes,0.941984742,1,1,0.856459174,0.764733135,0.598590701
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.029).xes,0.934727939,0.995443001,0,0.847422169,0.764350383,0.545842288
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.057).xes,0.921504387,0.984938602,0,0.837716108,0.733101152,0.538829108
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.086).xes,0.915422185,0.980592255,0,0.826589925,0.741775298,0.557827678
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.114).xes,0.90352557,0.971822648,0,0.822055249,0.718263093,0.503102423
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.143).xes,0.901869013,0.96935484,0,0.813640972,0.712807968,0.478373271
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.171).xes,0.889812089,0.95858895,0,0.802919288,0.701756673,0.409377445
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.200).xes,0.893952926,0.958522077,0,0.800538999,0.712289879,0.470006994
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.229).xes,0.874343913,0.946987872,0,0.789786863,0.704031076,0.404807371
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.257).xes,0.878638054,0.948010766,0,0.785800616,0.670329332,0.371802441
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.286).xes,0.86249145,0.938589733,0,0.780345078,0.689681538,0.368695207
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.314).xes,0.85739984,0.935088674,0,0.77081375,0.672487014,0.365763413
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.343).xes,0.850138151,0.926758527,0,0.759839555,0.664940737,0.344096175
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.371).xes,0.842988804,0.926485148,0,0.757180933,0.67351847,0.328372487
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.400).xes,0.831941197,0.916559885,0,0.747840598,0.649931489,0.299428559
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.429).xes,0.84015467,0.921437566,0,0.746043052,0.672848821,0.303624657
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.457).xes,0.820425593,0.899487547,0,0.728185858,0.665644208,0.283758839
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.486).xes,0.826415071,0.91104184,0,0.727531058,0.667982992,0.290637577
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.514).xes,0.805413638,0.893691696,0,0.703780028,0.646041343,0.248886172
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.543).xes,0.807851311,0.896066058,0,0.708081449,0.65559536,0.245498831
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.571).xes,0.796599242,0.883312696,0,0.696764427,0.64506354,0.221885337
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.600).xes,0.796426116,0.883283056,0,0.685685741,0.628032012,0.214943716
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.629).xes,0.800301725,0.881299753,0,0.687163287,0.638435127,0.235538306
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.657).xes,0.79902739,0.881496119,0,0.68617516,0.650115829,0.228667467
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.686).xes,0.794330777,0.880302446,0,0.663106197,0.637557505,0.215179625
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.714).xes,0.791339547,0.880502553,0,0.665413978,0.62744435,0.204608755
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.743).xes,0.777681881,0.86789418,0,0.663377108,0.619939176,0.186542227
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.771).xes,0.792754163,0.87781906,0,0.664286855,0.643213749,0.21674958
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.800).xes,0.781872827,0.865429064,0,0.639274836,0.637744564,0.202509915
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.829).xes,0.775204059,0.861426009,0,0.646666571,0.621017853,0.174904355
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.857).xes,0.781211107,0.858737101,0,0.636290794,0.634036272,0.20014894
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.886).xes,0.771862811,0.857059464,0,0.626262603,0.625834641,0.184177224
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.914).xes,0.762515094,0.849340216,0,0.607899395,0.596886611,0.179624331
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.943).xes,0.756328258,0.849520864,0,0.614026877,0.607147034,0.190447765
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D0.971).xes,0.767433227,0.853670144,0,0.603244476,0.615870998,0.179312451
rep_presence_(C104-asymptomatic).xes,rep_presence_(C104-D1.000).xes,0.760048782,0.84473178,0,0.591973999,0.611138677,0.165821576
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.000).xes,0.942104364,1,1,0.85301984,0.766578682,0.612058214
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.029).xes,0.93472644,0.990066041,0,0.840748925,0.763245741,0.576561549
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.057).xes,0.926611804,0.973036072,0,0.837160328,0.778017475,0.570526316
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.086).xes,0.916606442,0.968844241,0,0.828456339,0.775658404,0.566927908
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.114).xes,0.917870786,0.95914232,0,0.824356934,0.771626981,0.528849032
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.143).xes,0.901621617,0.943820322,0,0.811661734,0.784710068,0.532623823
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.171).xes,0.899724931,0.937570283,0,0.809005107,0.774692435,0.522572582
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.200).xes,0.88923325,0.934575101,0,0.804182354,0.774905428,0.510315598
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.229).xes,0.884035252,0.923107131,0,0.80409537,0.773982231,0.487105976
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.257).xes,0.889524735,0.918324634,0,0.793536075,0.778284943,0.4930354
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.286).xes,0.872390174,0.900541385,0,0.781907845,0.774587511,0.439423775
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.314).xes,0.866790392,0.890112057,0,0.767229865,0.781078176,0.442975174
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.343).xes,0.876421512,0.89440336,0,0.776927671,0.780986522,0.45511257
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.371).xes,0.853716045,0.876963828,0,0.764643757,0.779343344,0.413703825
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.400).xes,0.842424155,0.854620228,0,0.751485484,0.782930322,0.351924403
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.429).xes,0.836976028,0.85414347,0,0.744038063,0.773360799,0.369101927
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.457).xes,0.829453397,0.832270938,0,0.740758223,0.786044525,0.34365335
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.486).xes,0.820741987,0.822850882,0,0.73435536,0.784469578,0.327346197
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.514).xes,0.815127429,0.82479941,0,0.732697821,0.773008088,0.362552786
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.543).xes,0.802630012,0.80930839,0,0.709369149,0.780349117,0.353015026
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.571).xes,0.802958582,0.794629692,0,0.711757033,0.776911077,0.353277303
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.600).xes,0.802529901,0.806287953,0,0.711524021,0.786816772,0.302175181
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.629).xes,0.789647962,0.775235496,0,0.691847557,0.786102322,0.260001108
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.657).xes,0.779438997,0.762434917,0,0.695238244,0.789064039,0.265784936
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.686).xes,0.784438444,0.776942259,0,0.688491959,0.798653882,0.233272335
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.714).xes,0.763435995,0.75360739,0,0.685300246,0.794305646,0.235022173
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.743).xes,0.749811674,0.747375912,0,0.668924038,0.813473888,0.192886539
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.771).xes,0.742544244,0.72438891,0,0.658609106,0.809923369,0.218922567
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.800).xes,0.750243069,0.730189761,0,0.663336998,0.798899997,0.200038722
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.829).xes,0.742380512,0.717542643,0,0.669593287,0.79080265,0.217463786
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.857).xes,0.732246427,0.698133543,0,0.650073789,0.808680793,0.178554656
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.886).xes,0.714476374,0.680695631,0,0.638710605,0.824706843,0.167220675
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.914).xes,0.716205583,0.675276396,0,0.632758333,0.823680839,0.138379024
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.943).xes,0.708159204,0.647693231,0,0.622729533,0.825896544,0.155901081
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D0.971).xes,0.70113929,0.665780883,0,0.611321727,0.836593134,0.137400565
for_presence_(C104-asymptomatic).xes,for_presence_(C104-D1.000).xes,0.693573536,0.656419461,0,0.611740459,0.824098006,0.140024666
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.000).xes,0.941091147,1,1,0.85541943,0.762112646,0.611160479
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.029).xes,0.916907587,0.976931929,0,0.822834501,0.746237186,0.520841859
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.057).xes,0.892414029,0.955203866,0,0.796567454,0.721888245,0.513783677
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.086).xes,0.860495005,0.927094841,0,0.772926976,0.71905835,0.533797477
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.114).xes,0.8396955,0.909770967,0,0.753126976,0.72838014,0.485075757
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.143).xes,0.829358779,0.901378428,0,0.748179063,0.720634542,0.493347616
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.171).xes,0.813445492,0.882229374,0,0.735416542,0.7267152,0.480717954
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.200).xes,0.789243348,0.867680374,0,0.726630855,0.717414383,0.488987698
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.229).xes,0.77664457,0.857256043,0,0.724878903,0.721028881,0.501543866
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.257).xes,0.763818269,0.84897979,0,0.718393219,0.72703601,0.491729323
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.286).xes,0.747919922,0.836393121,0,0.718594412,0.736313066,0.462169215
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.314).xes,0.731463771,0.825127123,0,0.713562593,0.738424168,0.512533578
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.343).xes,0.721652944,0.817438284,0,0.710784526,0.727520871,0.493983734
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.371).xes,0.717466962,0.817711725,0,0.711600648,0.735636955,0.485885439
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.400).xes,0.706249625,0.806225544,0,0.708750085,0.720901385,0.487256668
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.429).xes,0.694129522,0.799754261,0,0.706555769,0.724336108,0.448951005
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.457).xes,0.672749791,0.783360464,0,0.707143665,0.733405356,0.465941661
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.486).xes,0.667171618,0.782888276,0,0.706743483,0.728059663,0.446063874
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.514).xes,0.656585067,0.77226126,0,0.706322062,0.728016906,0.44637483
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.543).xes,0.648778639,0.766696837,0,0.69948135,0.73356219,0.470731324
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.571).xes,0.644099963,0.76437253,0,0.702266083,0.730701218,0.436396542
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.600).xes,0.630727419,0.757208844,0,0.70081891,0.719470574,0.447346278
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.629).xes,0.624726633,0.753087308,0,0.700221275,0.723652109,0.433630439
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.657).xes,0.618740875,0.749938324,0,0.697357105,0.721173362,0.466707932
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.686).xes,0.615003709,0.748021064,0,0.703518693,0.734628783,0.440295386
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.714).xes,0.607386371,0.743498897,0,0.701720858,0.71617778,0.435372913
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.743).xes,0.596496588,0.731672835,0,0.702629644,0.723466623,0.454714111
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.771).xes,0.592994578,0.734123783,0,0.700571702,0.727373907,0.441787817
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.800).xes,0.589962818,0.730932199,0,0.700186713,0.734941697,0.42024113
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.829).xes,0.593831442,0.733333864,0,0.700908543,0.724457712,0.44364477
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.857).xes,0.583688235,0.730425338,0,0.701434836,0.718168153,0.419978751
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.886).xes,0.580708991,0.728369107,0,0.700793844,0.717017134,0.416685547
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.914).xes,0.570654849,0.719687924,0,0.699200313,0.703310263,0.41806065
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.943).xes,0.568659337,0.720375676,0,0.700417233,0.69601571,0.408058886
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D0.971).xes,0.565802015,0.721076824,0,0.699021827,0.717132098,0.426289384
wan_presence_(C104-asymptomatic).xes,wan_presence_(C104-D1.000).xes,0.56192131,0.716596294,0,0.698871278,0.695259218,0.410999157
